,#AUTHID,STATUS,sentiNEG,sentiPOS,sentiNEU,sentiCOMPOUND,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY
7241,3b474abc02985674f2b64e46a939bb3d,is finally on a Role Playing World of Warcraft Server! All aboard the Fantasy train! >=D,0.0,0.211,0.789,0.3578,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,11/07/09 08:10 AM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7242,3b474abc02985674f2b64e46a939bb3d,No more TV mobile Next year... I am sad... D:,0.181,0.242,0.577,0.186,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,12/16/09 12:23 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7243,3b474abc02985674f2b64e46a939bb3d,"""But I don't want to go among mad people,"" Alice remarked. ""Oh, you can't help that,"" said the Cat: ""we're all mad here. I'm mad. You're mad."" ""How do you know I'm mad?"" said Alice. ""You must be,"" said the Cat, ""or you wouldn't have come here.""",0.242,0.0,0.758,-0.9018,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,12/05/09 01:52 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7244,3b474abc02985674f2b64e46a939bb3d,"Women speak because they wish to speak, whereas a man speaks only when driven to speech by something outside himself -- like, for instance, when he can't find any clean socks...",0.066,0.151,0.784,0.4482,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,12/23/09 01:34 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7245,3b474abc02985674f2b64e46a939bb3d,Watched Inglorius Basterds on Blu-Ray followed by Avatar in 3D and is feeling soooo Epic. Dayum.,0.0,0.091,0.909,0.128,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,12/25/09 09:51 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7246,3b474abc02985674f2b64e46a939bb3d,"New philosophy for 2010: If it makes you feel good, then I say do it.",0.0,0.182,0.818,0.4404,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,01/01/09 07:23 AM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7247,3b474abc02985674f2b64e46a939bb3d,"WoW Patch 3.3 is out... It's titled, ""Fall of the Lich King"" ... WHY MUST ARTHAS DIE?! OH GOD WHY?! T-T ((Then again... Yay for Justice! ^^))",0.0,0.389,0.611,0.94,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,12/11/09 12:56 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7248,3b474abc02985674f2b64e46a939bb3d,is cutting his hair bald -,0.273,0.0,0.727,-0.128,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,06/28/09 09:55 AM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7249,3b474abc02985674f2b64e46a939bb3d,A break from the norm in the wake of this storm is the strange sound of silence as I wait to be born,0.083,0.0,0.917,-0.2023,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,08/22/09 08:51 AM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7250,3b474abc02985674f2b64e46a939bb3d,"Well, according to my parents, when I was like 6, everytime my sister tried to call me 'abang', I'd shout at her and say, ""Brother!! Not abang!!"" At least now I know why I never got anywhere with malay >.>",0.0,0.141,0.859,0.6973,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,01/17/10 12:33 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7251,3b474abc02985674f2b64e46a939bb3d,"There was a staff meeting earlier today... When everyone was gathered, attention focused on the manager, I heard the Godfather soundtrack start to play over the speakers... just before the manager started speaking... Coincidence? I THINK NOT! >.>",0.0,0.138,0.862,0.6476,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,01/07/10 06:01 AM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7252,3b474abc02985674f2b64e46a939bb3d,I made an oopsie :>,0.0,0.508,0.492,0.4767,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,01/12/10 08:18 AM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7253,3b474abc02985674f2b64e46a939bb3d,"There's this guy at my workplace who only speaks chinese. We communicate through hand signals and inferrence on my part. At first, I just thought that he was really friendly, brotherly love and all that. Then when the aunties saw him smiling at me, then told me in english, ""He's Gay."" Now I'm scared O_O",0.076,0.21,0.713,0.8757,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,01/04/10 12:34 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7254,3b474abc02985674f2b64e46a939bb3d,Something Wicked This Way Comes... ... o.o,0.51,0.0,0.49,-0.6369,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,02/02/10 03:31 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7255,3b474abc02985674f2b64e46a939bb3d,"Quote of the day: ""Sex is a weapon the girls use to defeat us!"" - Random Primary school boys who were sitting behind me on a bus... lol",0.181,0.092,0.726,-0.4003,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,01/28/10 12:59 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7256,3b474abc02985674f2b64e46a939bb3d,Is sooo screwed for his promos..... Good Bye JC Life... ~.~,0.212,0.192,0.596,-0.0772,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,09/30/09 03:09 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7257,3b474abc02985674f2b64e46a939bb3d,"I have got loads of naturally white hair, am easily fatigued, suffer from the occasional backache, and am now growing a nice round tummy, apparently. I'm getting too old for this...",0.16,0.188,0.652,0.0,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,02/12/10 04:56 PM,804.0,312739.0,97.12,0.01,321175.0,0.5,0.01
7258,301e1788a595203d0daf3fed10afe1c9,Its way to early on a Saturday to be heading to work...,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,06/27/09 11:15 AM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7259,301e1788a595203d0daf3fed10afe1c9,relaxing at Chapel Ridge Pool...call me if you would like to join. 252-646-3927!,0.0,0.45,0.55,0.8016,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,07/12/09 05:29 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7260,301e1788a595203d0daf3fed10afe1c9,doesn't know what to do now...,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,06/15/09 12:10 AM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7261,301e1788a595203d0daf3fed10afe1c9,had a bad day...,0.636,0.0,0.364,-0.5423,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,08/27/09 09:37 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7262,301e1788a595203d0daf3fed10afe1c9,"And I won't be far from where you are if ever you should call, You meant more to me than anyone I ever loved at all; But you taught me how to trust myself and so I say to you,This is what I have to do",0.0,0.153,0.847,0.802,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,08/24/09 09:44 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7263,301e1788a595203d0daf3fed10afe1c9,moving day...,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,07/30/09 01:02 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7264,301e1788a595203d0daf3fed10afe1c9,really f-in upset...,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,09/16/09 03:20 AM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7265,301e1788a595203d0daf3fed10afe1c9,"is gonna be alright, but tonight is not the night...",0.0,0.143,0.857,0.128,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,09/17/09 02:49 AM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7266,301e1788a595203d0daf3fed10afe1c9,some asshole side-swided my car...,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,09/25/09 02:08 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7267,301e1788a595203d0daf3fed10afe1c9,beach!!!,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,09/12/09 12:46 AM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7268,301e1788a595203d0daf3fed10afe1c9,off to work!!,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,09/18/09 03:41 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7269,301e1788a595203d0daf3fed10afe1c9,IN MHC!!!,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,10/21/09 08:15 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7270,301e1788a595203d0daf3fed10afe1c9,hoping that tomorrow will be better than today...,0.0,0.487,0.513,0.6908,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,10/27/09 01:01 AM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7271,301e1788a595203d0daf3fed10afe1c9,"MHC for Seafood Festival!! Time for some good music, good food, and great friends!",0.0,0.655,0.345,0.9522,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,10/02/09 01:58 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7272,301e1788a595203d0daf3fed10afe1c9,"had an amazing weekend, but now it is time to get some work done!",0.0,0.172,0.828,0.4003,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,10/04/09 10:53 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7273,301e1788a595203d0daf3fed10afe1c9,today just got so much better!,0.0,0.41,0.59,0.5378,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,10/27/09 01:54 AM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7274,301e1788a595203d0daf3fed10afe1c9,got the job!!!,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,09/17/09 09:57 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7275,301e1788a595203d0daf3fed10afe1c9,I am so jealous of everyone that is already of Thanksgiving break...,0.248,0.0,0.752,-0.5095,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,11/24/09 06:42 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7276,301e1788a595203d0daf3fed10afe1c9,I'll take it...,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,12/08/09 05:40 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7277,301e1788a595203d0daf3fed10afe1c9,finally gets to go home tomorrow!,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,12/21/09 01:01 AM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7278,301e1788a595203d0daf3fed10afe1c9,work this morning then MHC bound!,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,11/25/09 01:25 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7279,301e1788a595203d0daf3fed10afe1c9,interview @ Elon!!,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,01/15/10 11:50 AM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7280,301e1788a595203d0daf3fed10afe1c9,interview at ECU,0.0,0.0,1.0,0.0,3.0,2.5,4.0,3.5,3.75,n,n,y,y,n,01/22/10 02:27 PM,493.0,115837.0,95.9,0.02,118848.0,0.49,0.12
7281,0abd57182992dd9167b88b198350afe4,Was stuck between reality and a dream...unpleasant.,0.286,0.0,0.714,-0.25,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/31/09 11:50 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7282,0abd57182992dd9167b88b198350afe4,Let's go to Italia~~,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,07/12/09 11:27 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7283,0abd57182992dd9167b88b198350afe4,Is going back to the homeland,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,06/18/09 06:44 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7284,0abd57182992dd9167b88b198350afe4,"""Oh my God dude, doing 5 tomorrow is going to feel like sex!"" --*PROPNAME*",0.0,0.308,0.692,0.5983,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,08/23/09 11:12 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7285,0abd57182992dd9167b88b198350afe4,Asleep with open eyes.,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,08/29/09 11:03 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7286,0abd57182992dd9167b88b198350afe4,The love of my life: repeat 800s on a sunny day.,0.0,0.467,0.533,0.7906,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,09/01/09 07:50 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7287,0abd57182992dd9167b88b198350afe4,"""Do not dwell in the past, do not dream of the future, concentrate the mind on the present moment."" --Buddha",0.147,0.0,0.853,-0.2755,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,09/05/09 03:12 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7288,0abd57182992dd9167b88b198350afe4,Driving to nowhere. Accompanied only by the pitter-patters of rain on my windshield.,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,08/28/09 04:30 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7289,0abd57182992dd9167b88b198350afe4,"""We Americans think you have to accomplish everything quickly. We're the country of thirty-minute lunches and two-minute football drill...[we need to] slow down and make building relationships as important as building projects.""  --*PROPNAME*",0.0,0.129,0.871,0.5574,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,08/20/09 05:19 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7290,0abd57182992dd9167b88b198350afe4,I declare myself a mercenary. Have a job? I'll get it done.,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,09/23/09 07:50 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7291,0abd57182992dd9167b88b198350afe4,...wow...,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,08/10/09 04:07 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7292,0abd57182992dd9167b88b198350afe4,Is back,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,08/08/09 04:18 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7293,0abd57182992dd9167b88b198350afe4,"38 miles last week, more this week, lifting despite the soar screeches on my muscles. My body hates me right now...",0.127,0.0,0.873,-0.4404,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,08/25/09 05:40 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7294,0abd57182992dd9167b88b198350afe4,"It might be time for one last great adventure, a minimum 13 hour plane ride away.",0.0,0.33,0.67,0.7506,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/01/09 02:25 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7295,0abd57182992dd9167b88b198350afe4,My cat squeaks when he stretches.,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/11/09 11:25 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7296,0abd57182992dd9167b88b198350afe4,Feeling Hypnotized.,0.0,0.6,0.4,0.128,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/19/09 09:56 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7297,0abd57182992dd9167b88b198350afe4,There's just something about those cold winter nights.,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/14/09 08:16 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7298,0abd57182992dd9167b88b198350afe4,Born three times.,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,09/15/09 01:12 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7299,0abd57182992dd9167b88b198350afe4,"This year, and especially fall has definitely established a theme for itself. Seriously Higher Being, watching a dark comedy may be fun for you, but I can assure you that living it is an entirely opposite experience.",0.034,0.228,0.737,0.7672,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/17/09 04:09 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7300,0abd57182992dd9167b88b198350afe4,"Goals for the next 11 months: (1) Rock the fuck out of the LSAT (2) Run under 3 in the marathon (3) Get into a baller law school (4) Buy a BMW Z4 (5) Laos, Vietnam, Cambodia anyone???",0.106,0.0,0.894,-0.6174,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,09/10/09 03:42 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7301,0abd57182992dd9167b88b198350afe4,Just ran 18 miles....,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/07/09 03:34 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7302,0abd57182992dd9167b88b198350afe4,My new philosophy: study and get ripped. Fuck everything and everyone else.,0.241,0.0,0.759,-0.5423,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,08/30/09 12:46 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7303,0abd57182992dd9167b88b198350afe4,Marathon in a few days O_O.,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,11/04/09 09:11 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7304,0abd57182992dd9167b88b198350afe4,Thanks for the support guys! We did it.,0.0,0.495,0.505,0.7088,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,11/08/09 06:30 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7305,0abd57182992dd9167b88b198350afe4,"""Sit back and curiously observe the ride. You're not going to enjoy it, but it is going to take you somewhere."" --Me under the inspiration of some lost muse.",0.135,0.13,0.735,0.211,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/02/09 07:45 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7306,0abd57182992dd9167b88b198350afe4,Long long long day,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,11/16/09 01:52 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7307,0abd57182992dd9167b88b198350afe4,Going running down a trail of bright oranges and yellows.,0.0,0.266,0.734,0.4404,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/25/09 09:16 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7308,0abd57182992dd9167b88b198350afe4,Pop Rocks are the shit.,0.0,0.5,0.5,0.6124,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,11/26/09 01:59 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7309,0abd57182992dd9167b88b198350afe4,Yay for adventures.,0.0,0.853,0.147,0.7003,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,11/18/09 04:08 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7310,0abd57182992dd9167b88b198350afe4,"A little tanner, great times, and now very current on hip-hop.",0.0,0.298,0.702,0.5888,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,11/24/09 05:41 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7311,0abd57182992dd9167b88b198350afe4,Thanks for all the birthday love everyone!,0.0,0.597,0.403,0.8122,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,12/05/09 07:36 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7312,0abd57182992dd9167b88b198350afe4,"Had a ridiculous time in Holland with his boys *PROPNAME* and *PROPNAME*. Now he needs some shoes, some finances and a hike up the highest mountain in Poland.",0.091,0.0,0.909,-0.3612,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,07/02/09 12:26 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7313,0abd57182992dd9167b88b198350afe4,Is in Holland baby!,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,06/23/09 11:15 PM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7314,0abd57182992dd9167b88b198350afe4,Real Talk.,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/04/09 05:53 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7315,0abd57182992dd9167b88b198350afe4,Found a feather sticking out of his Wendy's chicken nugget....at least now we know it's made from a bird right?,0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,09/21/09 02:13 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7316,0abd57182992dd9167b88b198350afe4,I guess there's still some hope. A stranger helped me out today.,0.0,0.244,0.756,0.4404,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,10/13/09 12:34 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7317,0abd57182992dd9167b88b198350afe4,Saw a shooting star on number seven of eight 800s.,0.0,0.14,0.86,0.0772,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,09/17/09 02:11 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7318,0abd57182992dd9167b88b198350afe4,"In a cafe...again, doin what I always do.",0.0,0.0,1.0,0.0,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,02/13/10 02:21 AM,654.0,207792.0,97.61,0.01,210797.0,0.5,0.08
7319,567632b6b7ae8ce7297affcd7ff42c95,is taking a nap and dreamin of *PROPNAME*,0.0,0.0,1.0,0.0,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,07/18/09 04:44 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7320,567632b6b7ae8ce7297affcd7ff42c95,is going on a road trip to CO! wish me luck,0.0,0.428,0.572,0.7177,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,07/08/09 06:25 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7321,567632b6b7ae8ce7297affcd7ff42c95,is looking for someone to watch a movie with...possibly *PROPNAME*?,0.0,0.0,1.0,0.0,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,07/24/09 08:13 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7322,567632b6b7ae8ce7297affcd7ff42c95,is going to have rocky mountain dreams,0.0,0.31,0.69,0.4019,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,07/27/09 05:44 AM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7323,567632b6b7ae8ce7297affcd7ff42c95,"wants the ""22kt gold star trek commander Spock card"" in the ad to my right.",0.0,0.0,1.0,0.0,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,08/09/09 03:06 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7324,567632b6b7ae8ce7297affcd7ff42c95,is very angry that she cant figure out how to get pictures up of my super awesome colorado trip,0.13,0.29,0.58,0.6605,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,07/21/09 07:53 AM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7325,567632b6b7ae8ce7297affcd7ff42c95,wants to escape,0.0,0.459,0.541,0.1779,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,07/22/09 02:39 AM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7326,567632b6b7ae8ce7297affcd7ff42c95,is wondering if anyone from the burbs is going down to u of i this weekend? party before the youngins start class?,0.0,0.139,0.861,0.4696,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,08/19/09 08:45 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7327,567632b6b7ae8ce7297affcd7ff42c95,hates being sick... wheres my miracle cure? please send if you find it,0.153,0.321,0.526,0.4939,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,09/21/09 06:07 AM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7328,567632b6b7ae8ce7297affcd7ff42c95,is taking advantage of dollar pitchers at the public house... call to join me on this awesome deal,0.0,0.377,0.623,0.8432,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,08/27/09 11:56 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7329,567632b6b7ae8ce7297affcd7ff42c95,is desperately bored..entertain me please,0.329,0.291,0.38,-0.0772,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,07/20/09 10:56 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7330,567632b6b7ae8ce7297affcd7ff42c95,went camping and canoeing for the weekend :),0.0,0.3,0.7,0.4588,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,08/21/09 08:31 AM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7331,567632b6b7ae8ce7297affcd7ff42c95,is going to be a great SIU groupie,0.0,0.406,0.594,0.6249,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,08/02/09 10:31 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7332,567632b6b7ae8ce7297affcd7ff42c95,has a 2X2 bruise from falling at legends...largest i can remember ever having. ow,0.127,0.0,0.873,-0.1531,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,09/08/09 06:50 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7333,567632b6b7ae8ce7297affcd7ff42c95,anyone doing anything earlier tonight? call me im lonely :),0.185,0.222,0.593,0.128,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,09/12/09 10:10 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7334,567632b6b7ae8ce7297affcd7ff42c95,can't believe shes not returning to the u of i,0.0,0.0,1.0,0.0,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,08/17/09 06:31 AM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7335,567632b6b7ae8ce7297affcd7ff42c95,"is loving that The Santa Clause with tim allen is on tv, great 90s classic",0.0,0.381,0.619,0.8402,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,08/30/09 03:15 AM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7336,567632b6b7ae8ce7297affcd7ff42c95,is wondering what everyones doing tonight.. and can i invite myself? lol,0.0,0.328,0.672,0.5267,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,08/13/09 09:53 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7337,567632b6b7ae8ce7297affcd7ff42c95,never thought helping with burning gift wedding cds would be so terribly difficult,0.438,0.137,0.425,-0.7493,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,08/10/09 03:31 AM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
7338,567632b6b7ae8ce7297affcd7ff42c95,woke up to the terrible olympic news :(,0.5,0.0,0.5,-0.7184,4.5,4.0,4.0,2.0,2.25,y,y,y,n,n,10/02/09 05:27 PM,845.0,350408.0,98.5,0.01,353642.0,0.5,0.05
